#Número registro,Nombre tercero,Descripción,Fecha contable,Importe bruto,Orgánica,Programa,Económica
2013.0000092,"ACUSTICA Y TELECOMUNICACIONES, S.L.","10/12/12. SERVICIO ""ESTUDIO DE EVALUACION AMBIENTAL EN ZONA TASCAS DE CASTELLON""",25/04/2013,"3.630,00 €",6,15125,227060
2013.0000153,IMPRENTA ROSELL SL,"DICIEMBRE/12, SUMINISTRO DE ARTICULOS DE IMPRENTA PARA EL AYUNTAMIENTO. JGL. 27-05-11",04/04/2013,"4.954,53 €",4,92065,220000
2013.0000168,PLACIDO GOMEZ SL,DICIEMBRE/12.  MATERIAL ORDINARIO FUNGIBLE OFICINA  AYUNTAMIENTO CASTELLON. DEC.12-04-12,04/04/2013,"792,48 €",4,92065,220001
2013.0000169,PLACIDO GOMEZ SL,DICIEMBRE/12. MATERIAL EXTRAORDINARIO FUNGIBLE OFICINA  AYUNTAMIENTO CASTELLON. DEC.12-04-12,04/04/2013,"343,45 €",4,92065,220001
2013.0000179,REPARTO MARCO SL,"DICIEMBRE/12,  NOTIFICACIONES DEL AYUNTAMIENTO DE CASTELLON. DEC.06-09-11",13/02/2013,"14.950,41 €",4,92065,22799
2013.0000514,IMPRENTA ROSELL SL,"ENERO/13, ARTICULOS DE IMPRENTA PARA EL AYUNTAMIENTO. JGL. 27-05-11",04/04/2013,"4.383,27 €",4,92065,220000
2013.0000530,UNIPOST SA,"NOVIEMBRE/12, SERVICIOS POSTALES Y SERVICIOS URGENTES DE MENSAJERIA DEL AYUNTAMIENTO. JGL. 03-08-12",28/03/2013,"7.625,77 €",4,92065,22201
2013.0000531,UNIPOST SA,"DICIEMBRE/12,  SERVICIOS POSTALES PARA EL AYUNTAMIENTO DE CASTELLON. JGL. 03-08-12",14/03/2013,"5.719,82 €",4,92065,22201
2013.0000538,PROMOCIONES Y EDICIONES CULTURALES SA,2013. SUSCRIPCIÓN DEL DIARIO MEDITERRÁNEO PARA EL CENTRO MUNCIPAL DE CULTURA.,18/02/2013,"418,00 €",4,92065,22001
2013.0000539,PROMOCIONES Y EDICIONES CULTURALES SA,2013. SUSCRIPCIÓN ANUAL DIARIO MEDITERRÁNEO A LAS DIFERENTES DEPENDENCIAS MUNICIPALES.,22/02/2013,"24.662,00 €",4,92065,22001
2013.0000540,EDITORIAL PRENSA VALENCIANA SA,2013. SUSCRIPCIÓN ANUAL DIARIO LEVANTE A LAS DIFERENTES DEPENDENCIAS MUNICIPALES.,18/02/2013,"17.418,20 €",4,92065,22001
2013.0000638,REPARTO MARCO SL,"DEL 7 AL 22/01/13, NOTIFICACIONES GESTION DE COSTES, IMPUESTOS GESTIONADOS Y GESTION TRIBUTARIA AYUNTAMIENTO. DEC.06-09-11",20/02/2013,"3.549,38 €",4,92065,22799
2013.0000639,REPARTO MARCO SL,"ENERO/13, NOTIFICACIONES DEL AYUNTAMIENTO DE CASTELLON. DEC.06-09-11",20/02/2013,"12.711,62 €",4,92065,22799
2013.0000823,REPARTO MARCO SL,"FEBRERO/13, NOTIFICACIONES DE RECAUDACION DEL  AYUNTAMIENTO CASTELLON. DEC.06-09-11",14/03/2013,"860,92 €",4,92065,22799
2013.0000853,UNIPOST SA,"OCTUBRE/12, SERVICIOS POSTALES Y SERVICIOS URGENTES DE MENSAJERIA DEL AYUNTAMIENTO. JGL. 03-08-12",28/03/2013,"7.149,51 €",4,92065,22201
2013.0000888,UNIPOST SA,"ENERO/13, SERVICIOS POSTALES PARA EL AYUNTAMIENTO DE CASTELLON. JGL. 03-08-12",14/03/2013,"9.535,45 €",4,92065,22201
2013.0001031,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,COPIA LLAVE PARA NEGOCIADO. PRIMERA OPERACIÓN CONTABLE S/BASE 5 DE LAS BASES DE EJEC.PRESUPUESTO,28/03/2013,"2,90 €",4,92065,22199
2013.0001032,MECANOGRAFICA LEVANTINA SL,"PLASTIFICADOS, COPIAS DE PLANOS Y TONER PARA VARIOS NEGOCIADOS.",28/03/2013,"57,17 €",4,92065,220001
2013.0001073,PLACIDO GOMEZ SL,"ENERO/13,  MATERIAL ORDINARIO FUNGIBLE DE OFICINA AL AYUNTAMIENTO. DEC. 12-04-12",04/04/2013,"3.992,73 €",4,92065,220001
2013.0001075,PLACIDO GOMEZ SL,"ENERO/13,  MATERIAL EXTRAORDINARIO FUNGIBLE OFICINA AYUNTAMIENTO. DEC. 12-04-12",04/04/2013,"267,25 €",4,92065,220001
2013.0001102,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,CARPETAS DE LEGAJOS Y LOMOS PARA NEGOCIADOS.,28/03/2013,"952,88 €",4,92065,220001
2013.0001248,IMPRENTA ROSELL SL,"FEBRERO/13,  ARTICULOS DE IMPRENTA PARA EL AYUNTAMIENTO. JGL. 27-05-11",22/04/2013,"6.742,99 €",4,92065,220000
2013.0001477,PLACIDO GOMEZ SL,MARZO/13. MATERIAL EXTRAORDINARIO FUNGIBLE DE OFICINA AL AYUNTAMIENTO. DEC. 12-04-12,31/05/2013,"323,09 €",4,92065,220001
2013.0001478,PLACIDO GOMEZ SL,"MARZO/13, MATERIAL ORDINARIO FUNGIBLE DE OFICINA AL AYUNTAMIENTO. DEC. 12-04-12",31/05/2013,"1.853,70 €",4,92065,220001
2013.0001481,IMPRENTA ROSELL SL,"MARZO/13, SUMINISTRO DE ARTICULOS DE IMPRENTA PARA EL AYUNTAMIENTO. JGL. 27-05-11",25/04/2013,"6.875,47 €",4,92065,220000
2013.0001484,REPARTO MARCO SL,"DEL 07 AL 25/03/13, NOTIFICACIONES GESTION DE COSTES, IMPUESTOS GESTIONADOS Y GESTION TRIBUTARIA AYUNTAMIENTO. DEC.06-09-11",25/04/2013,"2.842,85 €",4,92065,22799
2013.0001495,PLACIDO GOMEZ SL,"FEBRERO/13,  MATERIAL ORDINARIO FUNGIBLE DE OFICINA AL AYUNTAMIENTO. DEC. 12-04-12",25/04/2013,"1.555,61 €",4,92065,220001
2013.0001541,REPARTO MARCO SL,"MARZO/13, NOTIFICACIONES DEL AYUNTAMIENTO DE CASTELLON. DEC.06-09-11",25/04/2013,"10.192,73 €",4,92065,22799
2013.0001612,REPARTO MARCO SL,"21/03/13, NOTIFICACIONES DEL NEGOCIADO DEL S.I.G DEL  AYUNTAMIENTO CASTELLON. DEC.06-09-11",06/05/2013,"591,65 €",4,92065,22799
2013.0001672,JOSE MARIA FORCADA SL,SUMINISTRO CARTUCHOS PARA EL FAX DEL GAB. DE DROGODEPENDENCIAS.,09/05/2013,"85,91 €",4,92065,220001
2013.0001682,REPARTO MARCO SL,"DEL 22/01 AL 08/02/13,  NOTIFICACIONES INSPECCION DE TRIBUTOS AYUNTAMIENTO  CASTELLON. DEC.06-09-11",06/05/2013,"5.757,27 €",4,92065,22799
2013.0001702,REPARTO MARCO SL,"DEL 15/02 AL 28/02/13,  NOTIFICACIONES DEL AYUNTAMIENTO DE CASTELLON. DEC.06-09-11",06/05/2013,"10.116,69 €",4,92065,22799
2013.0001848,UNIPOST SA,"FEBRERO/13,  SERVICIOS POSTALES PARA EL AYUNTAMIENTO DE CASTELLON. JGL. 03-08-12",08/05/2013,"7.858,76 €",4,92065,22201
2013.0001849,UNIPOST SA,"MARZO/13,  SERVICIOS POSTALES PARA EL AYUNTAMIENTO DE CASTELLON. JGL. 03-08-12",08/05/2013,"5.733,75 €",4,92065,22201
2013.0001851,IMPRENTA ROSELL SL,"ABRIL/13, SUMINISTRO DE ARTICULOS DE IMPRENTA PARA EL AYUNTAMIENTO. JGL. 27-05-11",08/05/2013,"6.198,81 €",4,92065,220000
2013.0002024,REPARTO MARCO SL,"ABRIL/13, NOTIFICACIONES DE RECAUDACION DEL  AYUNTAMIENTO DE CASTELLON. DEC.06-09-11",16/05/2013,"1.141,51 €",4,92065,22799
2013.0002092,REPARTO MARCO SL,"ABRIL/13, NOTIFICACIONES DEL AYUNTAMIENTO DE CASTELLON. DEC.06-09-11",16/05/2013,"12.074,56 €",4,92065,22799
2013.0002163,LOGINTEGRAL 2000 S.A.U.,2013. SUSCRIPCIÓN AL DIARIO EL MUNDO PARA EL CASAL JOVE.,29/05/2013,"475,96 €",4,92065,22001
2013.0002240,ELECTRONICA MARTON SL,27/02/13. CAMBIAR TONER FAX AMICS.,04/06/2013,"139,15 €",4,92065,220001
2013.0002261,REPARTO MARCO SL,"DEL 14/03 AL 02/05/13, NOTIFICACIONES GESTION DE COSTES, IMPUESTOS GESTIONADOS Y GESTION TRIBUTARIA AYUNTAMIENTO. DEC.06-09-11",31/05/2013,"2.671,49 €",4,92065,22799
2013.0002314,PLACIDO GOMEZ SL,FEBRERO/13. MATERIAL EXTRAORDINARIO FUNGIBLE DE OFICINA AL AYUNTAMIENTO. DEC. 12-04-12,31/05/2013,"750,60 €",4,92065,220001
2013.0002347,PLACIDO GOMEZ SL,"ABRIL/13, MATERIAL ORDINARIO FUNGIBLE DE OFICINA AL AYUNTAMIENTO. DEC. 12-04-12",31/05/2013,"1.289,87 €",4,92065,220001
2013.0002348,PLACIDO GOMEZ SL,"ABRIL/13, MATERIAL EXTRAORDINARIO FUNGIBLE DE OFICINA AL AYUNTAMIENTO. DEC. 12-04-12",31/05/2013,"201,02 €",4,92065,220001
2013.0002356,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,09/01/13. SUMINISTRO SELLOS DE CAUCHO PARA SU USO POR VARIOS NEGOCIADOS.,13/06/2013,"122,21 €",4,92065,220001
2013.0002357,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,27/02/13. SUMINISTRO SELLOS DE CAUCHO PARA SU USO POR VARIOS NEGOCIADOS.,13/06/2013,"153,07 €",4,92065,220001
2013.0002359,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,11/04/13. SUMINISTRO SELLOS DE CAUCHO PARA SU USO POR VARIOS NEGOCIADOS.,13/06/2013,"423,50 €",4,92065,220001
2013.0002360,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,27/03/13. SUMINISTRO SELLOS DE CAUCHO PARA SU USO POR VARIOS NEGOCIADOS.,13/06/2013,"67,76 €",4,92065,220001
2013.0002364,IMPRENTA ROSELL SL,IMPRESIÓN DE 5000 ACUSES DE RECIBO CORREOS PARA SEGURIDAD CIUDADANA.,13/06/2013,"1.161,60 €",4,92065,220001
2013.0002379,UNIPOST SA,"ABRIL/13,  SERVICIOS POSTALES PARA EL AYUNTAMIENTO DE CASTELLON. JGL. 03-08-12",07/06/2013,"6.648,31 €",4,92065,22201
2013.0002412,LOGINTEGRAL 2000 S.A.U.,2013. SUSCRIPCIÓN AL DIARIO EL MUNDO DE LA AGENCIA DESARROLLO LOCAL.,13/06/2013,"470,08 €",4,92065,22001
2013.0002624,REPARTO MARCO SL,"DEL 23/04 AL 29/05/13, NOTIFICACIONES NEG. GESTION DE COSTES Y RECURSOS URBANISTICOS, IMPUESTOS GESTIONADOS, NEGO. GESTIÓN TRIBUTARIA Y GESTIÓN IMPUESTOS. DEC.06-09-11",18/06/2013,"2.659,73 €",4,92065,22799
2013.0002670,IMPRENTA ROSELL SL,"MAYO/13, SUMINISTRO DE ARTICULOS DE IMPRENTA PARA EL AYUNTAMIENTO. JGL. 27-05-11",27/06/2013,"6.108,21 €",4,92065,220000
2013.0002677,PLACIDO GOMEZ SL,"MAYO/13, SUMINISTRO DE MATERIAL ORDINARIO  FUNGIBLE DE OFICINA PARA EL AYUNTAMIENTO. DEC. 21-02-13",27/06/2013,"1.464,37 €",4,92065,220001
2013.0002683,REPARTO MARCO SL,"MAYO/13, NOTIFICACIONES INSPECCION DE TRIBUTOS AYUNTAMIENTO  CASTELLON. DEC.06-09-11",27/06/2013,"297,91 €",4,92065,22799
2013.0002700,IMPRENTA ROSELL SL,30/04/13. IMPRESIÓN ENTRADAS PLANETARIO.,27/06/2013,"653,40 €",4,92065,220000
2013.0002726,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,30/04/13. COPIA LLAVE DEL DESPACHO DE CONCEJALIA.,27/06/2013,"2,90 €",4,92065,22199
2013.0002727,MECANOGRAFICA LEVANTINA SL,"PLASTIFICADOS, TINTAS PARA FAX PARA VARIOS NEGOCIADOS.  ",19/07/2013,"193,60 €",4,92065,220001
2013.0002728,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,"03/05/13. ENCUADERNACIÓN TOMOS ""MEDITERRÁNEO"", ""EL MUNDO"" Y ""LEVANTE"".",19/07/2013,"1.524,60 €",4,92065,220001
2013.0002750,PLACIDO GOMEZ SL,"MAYO/13, SUMINISTRO DE MATERIAL EXTRAORDINARIO  FUNGIBLE DE OFICINA PARA EL AYUNTAMIENTO. DEC. 21-02-13",27/06/2013,"340,16 €",4,92065,220001
2013.0002897,REPARTO MARCO SL,MAYO/13. NOTIFICACIONES DEL AYUNTAMIENTO DE CASTELLON. DEC.06-09-11,04/07/2013,"14.383,01 €",4,92065,22799
2013.0003058,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,31/05/13. COPIAS LLAVES PARA VARIOS NEGOCIADOS.,19/07/2013,"37,75 €",4,92065,22199
2013.0003059,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,30/04/13. SUMINISTRO SELLOS DE CAUCHO PARA VARIOS NEGOCIADOS.,19/07/2013,"170,61 €",4,92065,220001
2013.0003060,MECANOGRAFICA LEVANTINA SL,31/05/13. SUMINISTRO TONER Y TINTA DE FAX PARA VARIOS NEGOCIADOS.,19/07/2013,"106,36 €",4,92065,220001
2013.0003081,REPARTO MARCO SL,"MAYO/13, NOTIFICACIONES DE RECAUDACION DEL  AYUNTAMIENTO DE CASTELLON. DEC.06-09-11",18/07/2013,"1.522,32 €",4,92065,22799
2013.0003166,IMPRENTA ROSELL SL,"JUNIO/13,  ARTICULOS DE IMPRENTA PARA EL AYUNTAMIENTO. JGL. 27-05-11",18/07/2013,"5.387,31 €",4,92065,220000
2013.0003198,UNIPOST SA,"MAYO/13,  SERVICIOS POSTALES PARA EL AYUNTAMIENTO DE CASTELLON. JGL. 03-08-12",18/07/2013,"6.452,99 €",4,92065,22201
2013.0003474,"CASA PRADES - HNOS. CASALTA, S.L.",30/04/12. SUMINISTRO SELLOS DE CAUCHO PARA VARIOS NEGOCIADOS.,07/11/2013,"270,52 €",4,92065,220001
2013.0003488,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,29/05/13. SUMINISTRO METROS DE CINTA PARA CARPETAS.,12/08/2013,"48,40 €",4,92065,220001
2013.0003491,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,28/06/13. COPIAS LLAVES PARA EDIF. HUCHA.,12/08/2013,"167,65 €",4,92065,22199
2013.0003612,UNIPOST SA,"JUNIO/13, SERVICIOS POSTALES PARA EL AYUNTAMIENTO DE CASTELLON. JGL. 03-08-12",10/09/2013,"4.868,35 €",4,92065,22201
2013.0003616,REPARTO MARCO SL,"JUNIO/13, NOTIFICACIONES DEL AYUNTAMIENTO DE CASTELLON. DEC.06-09-11",10/09/2013,"11.587,34 €",4,92065,22799
2013.0003694,PLACIDO GOMEZ SL,"JUNIO/13, SUMINISTRO DE MATERIAL ORDINARIO FUNGIBLE DE OFICINA PARA EL AYUNTAMIENTO. DEC. 21-02-13",10/09/2013,"2.368,53 €",4,92065,220001
2013.0003805,MECANOGRAFICA LEVANTINA SL,"15/07/13. PLASTIFICADOS, TINTAS, ALMOHADILLAS RATON PARA VARIOS NEGOCIADOS.",30/09/2013,"369,29 €",4,92065,220001
2013.0003806,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,28/06/13. SELLOS DE CAUCHO PARA SU USO POR VARIOS NEGOCIADOS.,30/09/2013,"98,01 €",4,92065,220001
2013.0003851,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,29/07/13. SELLOS DE CAUCHO PARA SU USO POR VARIOS NEGOCIADOS.,30/09/2013,"88,33 €",4,92065,220001
2013.0003860,REPARTO MARCO SL,"DEL 28/05 AL 01/07/13,  NOTIFICACIONES NEG. GESTION DE COSTES Y RECURSOS URBANISTICOS, IMPUESTOS GESTIONADOS, NEGO. GESTIÓN TRIBUTARIA Y GESTIÓN IMPUESTOS. DEC.06-09-11",10/09/2013,"4.936,34 €",4,92065,22799
2013.0003867,IMPRENTA ROSELL SL,"JULIO/13, SUMINISTRO DE ARTICULOS DE IMPRENTA PARA EL AYUNTAMIENTO. JGL. 27-05-11",10/09/2013,"4.074,00 €",4,92065,220000
2013.0003871,REPARTO MARCO SL,"JULIO/13, REALIZACION MATERIAL DE NOTIFICACIONES DEL AYUNTAMIENTO DE CASTELLON. DEC.06-09-11",10/09/2013,"11.825,43 €",4,92065,22799
2013.0003915,LOGINTEGRAL 2000 S.A.U.,2013. SUSCRIPCIÓN AL DIARIO EL MUNDO PARA ALCALDÍA.,30/09/2013,"470,08 €",4,92065,22001
2013.0003950,PLACIDO GOMEZ SL,"JULIO/13,  SUMINISTRO DE MATERIAL ORDINARIO FUNGIBLE DE OFICINA PARA EL AYUNTAMIENTO. DEC. 21-02-13",11/09/2013,"2.464,60 €",4,92065,220001
2013.0003951,PLACIDO GOMEZ SL,JULIO/13.  SUMINISTRO DE MATERIAL EXTRAORDINARIO FUNGIBLE DE OFICINA PARA EL AYUNTAMIENTO. DEC. 21-02-13,11/09/2013,"20,74 €",4,92065,220001
2013.0003953,PLACIDO GOMEZ SL,JUNIO/13.  SUMINISTRO DE MATERIAL EXTRAORDINARIO FUNGIBLE DE OFICINA PARA EL AYUNTAMIENTO. DEC. 21-02-13,11/09/2013,"365,48 €",4,92065,220001
2013.0004011,PLACIDO GOMEZ SL,26/06/13. MATERIAL DE OFICINA PARA SU USO POR INGENIERIA.,30/09/2013,"80,07 €",4,92065,220001
2013.0004100,UNIPOST SA,"JULIO/13, SERVICIOS POSTALES PARA EL AYUNTAMIENTO DE CASTELLON. JGL. 03-08-12",24/09/2013,"6.088,76 €",4,92065,22201
2013.0004192,UNIPOST SA,"DEL 01 AL 05/08/13, SERVICIOS POSTALES PARA EL AYUNTAMIENTO DE CASTELLON. JGL. 03-08-12",26/09/2013,"835,35 €",4,92065,22201
2013.0004472,HERMANOS CEBRIAN SL,"AGOSTO/13,  PAPEL FOTOCOPIADORAS E IMPRESORAS DEL AYUNTAMIENTO DE CASTELLON DE LA PLANA. DEC. 02-08-2013",14/10/2013,"16.059,12 €",4,92065,220002
2013.0004473,IMPRENTA ROSELL SL,"AGOSTO/13, SUMINISTRO DE ARTICULOS DE IMPRENTA PARA EL AYUNTAMIENTO. JGL. 27-05-11",14/10/2013,"2.830,21 €",4,92065,220000
2013.0004495,REPARTO MARCO SL,"AGOSTO/13,  SERVICIO DE REALIZACION MATERIAL DE NOTIFICACIONES DEL AYUNTAMIENTO DE CASTELLON. DEC.06-09-11",14/10/2013,"8.380,06 €",4,92065,22799
2013.0004596,OFIMAQUINAS SL,02/09/13. SUMINISTRO CARTUCHOS FAX PARA DEPENDENCIAS SERVICIOS SOCIALES.,04/10/2013,"487,00 €",4,92065,220001
2013.0004823,REPARTO MARCO SL,"DEL 31/07 AL 23/09/13,  NOTIFICACIONES NEG. GESTION DE COSTES Y RECURSOS URBANISTICOS, IMPUESTOS GESTIONADOS, NEGO. GESTIÓN TRIBUTARIA Y GESTIÓN IMPUESTOS. DEC.06-09-11",15/10/2013,"3.277,12 €",4,92065,22799
2013.0004825,REPARTO MARCO SL,"SEPTIEMBRE/13, NOTIFICACIONES DE RECAUDACION DEL  AYUNTAMIENTO DE CASTELLON. DEC.06-09-11",15/10/2013,"1.725,91 €",4,92065,22799
2013.0004928,REPARTO MARCO SL,"SEPTIEMBRE/13, REALIZACION MATERIAL DE NOTIFICACIONES DEL AYUNTAMIENTO DE CASTELLON. DEC.06-09-11",29/10/2013,"9.588,11 €",4,92065,22799
2013.0005061,ELECTRONICA MARTON SL,24/04/13. SUMINISTRO 100 DVD GRABABLES.,06/11/2013,"209,33 €",4,92065,220001
2013.0005064,"SPEC, S.A.",2013. MANTENIMIENTO DE LAS TERMINALES DE CONTROL DE PRESENCIA DEL AYUNTAMIENTO.,06/11/2013,"2.808,41 €",4,92065,21300
2013.0005066,ELECTRONICA MARTON SL,SUMINISTRO DVD PARA VARIOS NEGOCIADOS.,06/11/2013,"50,82 €",4,92065,220001
2013.0005068,LOGINTEGRAL 2000 S.A.U.,2013. SUSCRIPCIONES DIARIO EL MUNDO.,06/11/2013,"11.925,68 €",4,92065,22001
2013.0005262,FORMAT G 10  SL,12/09/13. PANEL FOTOGRAFICO S/PRESENTACION PUNTO RECARGA ELECTRICA VEHICULOS.,12/11/2013,"21,18 €",4,92065,220001
2013.0005267,PLACIDO GOMEZ SL,"AGOSTO/13, SUMINISTRO DE MATERIAL ORDINARIO FUNGIBLE DE OFICINA PARA EL AYUNTAMIENTO. DEC. 21-02-13",06/11/2013,"1.480,33 €",4,92065,220001
2013.0005268,PLACIDO GOMEZ SL,"AGOSTO/13, SUMINISTRO DE MATERIAL EXTRAORDINARIO FUNGIBLE DE OFICINA PARA EL AYUNTAMIENTO. DEC. 21-02-13",06/11/2013,"38,79 €",4,92065,220001
2013.0005273,IMPRENTA ROSELL SL,"SEPTIEMBRE/13, SUMINISTRO DE ARTICULOS DE IMPRENTA PARA EL AYUNTAMIENTO DE CASTELLON. DEC. 08-07-13",06/11/2013,"4.759,04 €",4,92065,220000
2013.0005286,SDAD ESTATAL CORREOS Y TELEGRAFOS SA,AGOSTO/13. SERVICIOS POSTALES AYUNTAMIENTO DE CASTELLON,12/11/2013,"3.320,49 €",4,92065,22201
2013.0005342,SDAD ESTATAL CORREOS Y TELEGRAFOS SA,"SEPTIEMBRE/13,  SERVICIOS POSTALES AYUNTAMIENTO CASTELLON CON ""SOCIEDAD ESTATAL DE CORREOS Y TELEGRAFOS"" . DEC. 04-09-13",13/11/2013,"6.776,86 €",4,92065,22201
2013.0005350,"COPISTERIA DE CASTELLON, S.L.",14/10/13. COPIAS PLANOS PARA URBANISMO.,20/11/2013,"7,02 €",4,92065,220001
2013.0005541,IMPRENTA ROSELL SL,"OCTUBRE/13, SUMINISTRO DE ARTICULOS DE IMPRENTA PARA EL AYUNTAMIENTO DE CASTELLON. DEC. 08-07-13",20/11/2013,"8.091,48 €",4,92065,220000
2013.0005583,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,COPIAS LLAVES PARA NEG. SADU.,28/11/2013,"8,71 €",4,92065,22199
2013.0005630,MECANOGRAFICA LEVANTINA SL,"30/09/13. PLASTIFICADOS, TONER Y TAMBOR PARA VARIOS NEGOCIADOS.",28/11/2013,"176,66 €",4,92065,220001
2013.0005631,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,02/09/13. SELLOS DE CAUCHO PARA SU USO POR VARIOS NEGOCIADOS.,28/11/2013,"78,65 €",4,92065,220001
2013.0005632,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,01/10/13. SELLOS DE CAUCHO PARA VARIOS NEGOCIADOS.,28/11/2013,"105,27 €",4,92065,220001
2013.0005712,PLACIDO GOMEZ SL,"OCTUBRE/13, SUMINISTRO DE MATERIAL ORDINARIO FUNGIBLE DE OFICINA PARA EL AYUNTAMIENTO. DEC. 21-02-13",29/11/2013,"3.744,50 €",4,92065,220001
2013.0005713,PLACIDO GOMEZ SL,OCTUBRE/13.  SUMINISTRO DE MATERIAL EXTRAORDINARIO FUNGIBLE DE OFICINA PARA EL AYUNTAMIENTO. DEC. 21-02-13,29/11/2013,"47,85 €",4,92065,220001
2013.0005719,REPARTO MARCO SL,"NOVIEMBRE/13, NOTIFICACIONES INSPECCION DE TRIBUTOS AYUNTAMIENTO  CASTELLON. DEC.06-09-11",29/11/2013,"767,05 €",4,92065,22799
2013.0005746,REPARTO MARCO SL,"NOVIEMBRE/13,  NOTIFICACIONES INSPECCION DE TRIBUTOS AYUNTAMIENTO  CASTELLON. DEC.06-09-11",29/11/2013,"298,38 €",4,92065,22799
2013.0005826,REPARTO MARCO SL,"DEL 19/09 AL 31/10/13,  NOTIFICACIONES NEG. GESTION DE COSTES Y RECURSOS URBANISTICOS, IMPUESTOS GESTIONADOS, NEGO. GESTIÓN TRIBUTARIA Y GESTIÓN IMPUESTOS. DEC.06-09-11",29/11/2013,"2.583,22 €",4,92065,22799
2013.0005849,"EDICIONES EL PAIS, S.L.",2013. SUSCRIPCIÓN AL DIARIO EL PAIS PARA URBANISMO.,17/12/2013,"365,00 €",4,92065,22001
2013.0005850,"EDICIONES EL PAIS, S.L.",2013. SUSCRIPCIONES AL DIARIO EL PAÍS PARTIDOS POLÍTICOS.,17/12/2013,"1.460,00 €",4,92065,22001
2013.0005970,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,31/10/13. SUMINISTRO SELLOS DE CAUCHO PARA VARIOS NEGOCIADOS.,17/12/2013,"658,24 €",4,92065,220001
2013.0005977,IMPRENTA ROSELL SL,IMPRESIÓN 5.000 ACUSES DE RECIBO CORREOS.,17/12/2013,"943,80 €",4,92065,220000
2013.0005978,IMPRENTA ROSELL SL,IMPRESIÓN 5.000 AVISOS RECIBO CORREOS BILINGÜE Y 1.000 NOTIFICACION ADMINISTRATIVA CORREOS.,17/12/2013,"1.122,88 €",4,92065,220000
2013.0006024,REPARTO MARCO SL,"OCTUBRE/13,  REALIZACION MATERIAL DE NOTIFICACIONES DEL AYUNTAMIENTO DE CASTELLON. DEC.06-09-11",04/12/2013,"12.791,07 €",4,92065,22799
2013.0006149,IMPRENTA ROSELL SL,"NOVIEMBRE/13, SUMINISTRO DE ARTICULOS DE IMPRENTA PARA EL AYUNTAMIENTO DE CASTELLON. DEC. 08-07-13",19/12/2013,"5.031,40 €",4,92065,220000
2013.0006168,MECANOGRAFICA LEVANTINA SL,"31/10/13. PLASTIFICADOS, TONER Y CINTA PARA VARIOS NEGOCIADOS.",30/12/2013,"181,50 €",4,92065,220001
2013.0006442,SDAD ESTATAL CORREOS Y TELEGRAFOS SA,"OCTUBRE/13, SERVICIOS POSTALES AYUNTAMIENTO CASTELLON CON ""SOCIEDAD ESTATAL DE CORREOS Y TELEGRAFOS"" . DEC. 04-09-13",27/12/2013,"6.789,10 €",4,92065,22201
2013.0006450,PLACIDO GOMEZ SL,"NOVIEMBRE/13, SUMINISTRO DE MATERIAL ORDINARIO FUNGIBLE DE OFICINA PARA EL AYUNTAMIENTO. DEC. 21-02-13",27/12/2013,"1.680,65 €",4,92065,220001
2013.0006451,PLACIDO GOMEZ SL,NOVIEMBRE/13. SUMINISTRO DE MATERIAL EXTRAORDINARIO FUNGIBLE DE OFICINA PARA EL AYUNTAMIENTO. DEC. 21-02-13,27/12/2013,"373,41 €",4,92065,220001
2013.0006452,REPARTO MARCO SL,NOVIEMBRE/13. NOTIFICACIONES DE RECAUDACION DEL  AYUNTAMIENTO DE CASTELLON. DEC.06-09-11,27/12/2013,"1.393,00 €",4,92065,22799
